location,floor,floors_count,rooms_count,total_meters,price,year_of_construction,object_type,have_loggia,parking_type,house_material_type,living_meters,kitchen_meters,ceiling_height,street,house_number,residential_complex
Люберцы,6,17,1,29.0,5600000,2015,Вторичка,1 лоджия,-1,-1,18 м²,5 м²,"2,8 м", Барыкина,4,Люберцы 2015
Люберцы,12,25,1,20.0,4499999,2023,Вторичка,-1,-1,-1,"9,1 м²","3,3 м²",-1, Солнечная,2,Облака 2.0
Люберцы,10,18,-1,24.6,5200000,-1,Вторичка / Апартаменты,-1,-1,-1,-1,-1,"2,5 м",проезд Некрасовский,11,Люберцы
Ивантеевка,2,5,1,65.7,24860880,2015,Новостройка / Апартаменты,-1,-1,-1,"46,9 м²",-1,-1,0,0,Резиденция Дипломат
Ивантеевка,9,40,1,41.5,32000000,-1,Вторичка,-1,-1,-1,"23,4 м²","4,9 м²",-1,Ленинградский проспект,37/4,Прайм Парк
Ивантеевка,9,14,1,38.5,7000000,1993,Вторичка,1 балкон,Наземная,-1,18 м²,8 м²,"2,64 м",Зеленоград,к1524,0
Ивантеевка,2,20,1,25.04,10141200,2026,Новостройка,1 лоджия,-1,Монолитный,"10,9 м²","4,4 м²",-1,0,0,Новая Ливадия
Ивантеевка,13,41,1,41.5,31000000,-1,Вторичка,-1,-1,-1,"23,4 м²","4,9 м²",-1,Ленинградский проспект,37/6,Прайм Парк
Ивантеевка,11,12,1,33.5,8000000,1972,Вторичка,1 балкон,Наземная,-1,17 м²,7 м²,"2,5 м",3-й Дорожный проезд,6К1,0
Ивантеевка,8,10,1,22.2,26140500,2025,Новостройка / Апартаменты,-1,-1,-1,"15,5 м²",-1,-1,Адлер жилрайон,0,Гостиничный комплекс 
Ивантеевка,3,20,1,59.0,61800000,2023,Новостройка,-1,Подземная,-1,39 м²,15 м²,3 м, Костикова,4к6,Lucky
Ивантеевка,4,7,1,31.1,6000000,-1,Вторичка,1 балкон,-1,-1,17 м²,6 м²,-1,проспект Науки,40,0
Ивантеевка,2,13,1,38.3,12928244,2027,Новостройка,-1,-1,-1,-1,-1,"2,85 м",0,0,Парковая Резиденция
Ивантеевка,10,10,1,38.5,11280000,1994,Вторичка,1 лоджия,-1,-1,"20,7 м²","8,4 м²",-1,Жулебинский бульвар,6/11,0
Ивантеевка,6,11,1,35.0,6990000,1984,Вторичка,1 балкон,Открытая,-1,"16,8 м²","7,5 м²",-1,Морская набережная,9,0
Ивантеевка,5,10,1,37.0,7400000,2021,Вторичка,1 балкон,-1,-1,-1,8 м²,"2,8 м", Адмиральского,1А,0
Ивантеевка,3,3,1,47.7,4841550,2020,Новостройка,-1,-1,-1,-1,10 м²,"2,8 м", Имени Валерия Вишневецкого,13/3,Отрада
Ивантеевка,22,22,1,20.0,9770000,1980,Вторичка / Апартаменты,-1,Наземная,-1,16 м²,3 м²,"2,65 м",Ленинский проспект,158,0
Ивантеевка,4,4,1,42.1,19000000,2022,Вторичка / Апартаменты,-1,Подземная,-1,"15,2 м²",10 м²,-1, Казакова,7,KAZAKOV Grand Loft
Ивантеевка,2,21,1,36.87,5320000,2026,Новостройка,1 балкон,-1,"Монолитно-кирпичный, монолитный, кирпичный","10,6 м²","16,6 м²","2,7 м",0,0,Жилой район 
Ивантеевка,4,8,1,57.0,68900000,2023,Вторичка,-1,Подземная,-1,18 м²,24 м²,-1,Тессинский переулок,1,"Тессинский, 1"
Ивантеевка,23,27,1,38.4,15300000,-1,Вторичка,-1,-1,-1,"24,4 м²",9 м²,-1, Летчика Осканова,6,Тринити-2
Ивантеевка,4,12,1,33.7,5560500,2024,Новостройка,1 балкон,-1,-1,-1,"9,8 м²","2,72 м", Им. Мурата Ахеджака,12к9,Микрорайон Красная площадь
Ивантеевка,2,3,1,38.2,4624000,2025,Новостройка,-1,-1,-1,-1,-1,"2,7 м", имени А.Н. Лодыгина.,0,Nova Vita
Ивантеевка,4,17,1,36.4,3203200,2026,Новостройка,-1,-1,-1,"14,7 м²",8 м²,"2,72 м", Минская,25,Соседи
Ивантеевка,16,16,1,40.0,12300000,1982,Вторичка,1 балкон,-1,-1,19 м²,8 м²,-1, Маршала Федоренко,16/2к1,0
Ивантеевка,2,9,1,47.3,56760000,2025,Новостройка / Апартаменты,1 балкон,-1,Монолитно-кирпичный,-1,1 м²,-1,0,0,Поляна Пик
Ивантеевка,2,5,1,30.0,5200000,1965,Вторичка,-1,Наземная,-1,"17,1 м²",7 м²,"2,5 м", Коммунаров,201,0
Ивантеевка,2,5,1,39.1,3600000,-1,Вторичка,1 балкон,Наземная,-1,20 м²,10 м²,"2,5 м", Центральная,3,0
Ивантеевка,1,16,1,26.7,3650200,2027,Новостройка,-1,-1,Кирпичный,"10,2 м²","8,4 м²","2,5 м",0,0,Бирюзова Парк ЖК
Ивантеевка,1,4,1,40.39,3069640,2025,Новостройка,-1,-1,-1,"16,4 м²","10,8 м²","2,6 м",0,0,Победа
Ивантеевка,1,5,1,30.7,3100000,-1,Вторичка,-1,-1,-1,"17,7 м²","5,7 м²","2,55 м", Твардовского,12,0
Ивантеевка,2,16,1,38.0,4000000,2015,Вторичка,1 балкон,-1,-1,"18,4 м²","9,6 м²",-1, Вавилова,18/2,0
Ивантеевка,3,16,1,36.1,5157000,2025,Новостройка,1 лоджия,-1,-1,"12,9 м²","10,8 м²","2,74 м",0,0,LOQO
Ивантеевка,1,10,1,42.98,5200580,2025,Новостройка,-1,-1,Панельный,"18,5 м²","10,4 м²","2,8 м",Южный мкр,0,Весна ЖК
Ивантеевка,6,26,1,26.31,6709050,2025,Новостройка,-1,-1,Монолитно-кирпичный,"12,1 м²",-1,"2,6 м",Революционная ,98/4,Edison
Ивантеевка,25,25,1,45.9,9867700,2023,Новостройка,-1,-1,Монолитно-кирпичный,"15,2 м²","15,6 м²","2,7 м", Пархоменко,156Г,Видинеевский
Ивантеевка,1,2,1,30.7,2650000,1962,Вторичка,-1,-1,-1,18 м²,6 м²,"2,5 м", Нестерова,34,0
Ивантеевка,3,5,1,33.5,4200000,1996,Вторичка,1 лоджия,-1,-1,"17,2 м²",8 м²,"2,5 м", Октябрьская,57к2,0
Ивантеевка,13,16,1,32.4,4250000,2021,Вторичка,1 балкон,Наземная,-1,-1,"8,4 м²",-1,Пролетарская ,29,Кузнецкий
Ивантеевка,3,23,1,32.6,6199700,2027,Новостройка,-1,-1,Монолитно-кирпичный,-1,-1,"2,73 м",0,0,Прогресс Академический ЖК
Ивантеевка,2,7,1,43.23,6354810,2026,Новостройка,-1,-1,-1,-1,-1,"2,7 м",0,0,Включи
Ивантеевка,11,13,1,38.44,8841200,2025,Новостройка,1 лоджия,-1,-1,"16,9 м²","10,6 м²","2,7 м",0,0,Moinaco Riviera
Ивантеевка,2,9,1,45.15,20809635,2026,Новостройка / Апартаменты,-1,Подземная,-1,"33,1 м²",7 м²,-1, Мухина,17А,Клубный дом Массандра Парк
Ивантеевка,14,29,1,42.3,21000000,-1,Вторичка / Апартаменты,-1,Подземная,-1,25 м²,12 м²,-1, Ивана Франко,6,MainStreet
Ивантеевка,2,8,2,66.0,22622160.0,2015,Новостройка / Апартаменты,-1,-1,-1,50 м²,-1,-1,0,0,Резиденция Дипломат
Ивантеевка,5,6,2,43.0,26900000.0,2016,Вторичка / Апартаменты,-1,Наземная,-1,-1,-1,-1, 3-я Ямского Поля,9,Art Residence
Ивантеевка,5,9,2,104.2,150958800.0,2023,Новостройка / Апартаменты,-1,Подземная,Монолитный,-1,28 м²,-1,1-я Тверская-Ямская ,2,Vesper Tverskaya
Ивантеевка,2,20,2,46.3,18983000.0,2026,Новостройка,1 лоджия,-1,Монолитный,"28,4 м²","4,8 м²",-1,0,0,Новая Ливадия
Ивантеевка,9,12,2,88.0,59350000.0,-1,Вторичка / Апартаменты,-1,-1,-1,-1,10 м²,-1,2-я Брестская ,6,Резиденция Тверская
Ивантеевка,5,17,2,60.0,18550000.0,1990,Вторичка,1 балкон,Наземная,-1,-1,10 м²,"2,8 м",Новочеркасский бульвар,47,0
Ивантеевка,2,10,2,33.0,31491900.0,2025,Новостройка / Апартаменты,-1,-1,-1,"25,7 м²",-1,-1,Адлер жилрайон,0,Гостиничный комплекс 
Ивантеевка,4,20,2,64.29,24166611.0,2024,Новостройка,-1,-1,-1,"22,2 м²","19,9 м²","2,85 м",Автозаводская ,26,FORST
Ивантеевка,12,17,2,71.0,17900000.0,2022,Вторичка,-1,Многоуровневая,-1,40 м²,17 м²,3 м, Никитина,11к4,0
Ивантеевка,7,13,2,36.33,12415768.0,2027,Новостройка,-1,-1,-1,-1,-1,"2,85 м",0,0,Парковая Резиденция
Ивантеевка,9,12,2,99.0,96750000.0,-1,Вторичка / Апартаменты,-1,-1,-1,-1,10 м²,-1,2-я Брестская ,6,Резиденция Тверская
Ивантеевка,9,27,2,69.4,32340400.0,2026,Новостройка,-1,Подземная,Монолитно-кирпичный,44 м²,"9,7 м²","3,25 м", Фридриха Энгельса,56С9,Дом 56
Ивантеевка,2,20,2,49.18,12718487.0,2026,Новостройка,-1,-1,"Монолитно-кирпичный, кирпичный",-1,-1,"3,15 м",0,0,Крымская Резиденция
Ивантеевка,6,7,2,96.0,260000000.0,-1,Вторичка,-1,-1,-1,-1,10 м²,-1, Льва Толстого,23к7с3,0
Ивантеевка,1,8,2,48.3,8650000.0,1967,Вторичка,-1,Наземная,-1,"30,5 м²","6,3 м²","2,5 м", Лени Голикова,74,0
Ивантеевка,2,17,2,44.2,18011500.0,2026,Новостройка,-1,-1,-1,"22,1 м²","10,5 м²","2,72 м",0,0,Лестория
Ивантеевка,8,29,2,69.1,31095000.0,-1,Вторичка,-1,Подземная,-1,-1,"28,7 м²",-1,Мытная ,40к3,Sky House
Ивантеевка,4,16,2,37.0,19000000.0,1977,Вторичка,1 лоджия,-1,-1,20 м²,10 м²,"2,7 м",Красногвардейский бульвар,5К2,0
Ивантеевка,13,22,2,60.6,21399999.0,2010,Вторичка,1 балкон,-1,-1,-1,"10,4 м²",-1,Фестивальная ,41к3,0
Ивантеевка,2,9,2,73.9,25839000.0,2025,Новостройка,-1,-1,-1,"29,1 м²","19,9 м²","3,59 м", Михаила Ананьева,0,Клубный дом инженера Ятеса
Ивантеевка,3,8,2,57.0,46900000.0,1940,Вторичка,-1,Открытая,-1,40 м²,5 м²,3 м,Тверская ,17,0
Ивантеевка,5,22,2,62.7,14721000.0,2027,Новостройка,-1,-1,Монолитно-кирпичный,"22,1 м²","21,4 м²","2,87 м",Кизлярская ,0,Edelweiss Золотой Рог
Ивантеевка,4,8,2,64.0,39900000.0,-1,Вторичка,-1,Открытая,-1,39 м²,10 м²,-1,Благовещенский переулок,5,0
Ивантеевка,2,59,2,31.1,Договорённость,2028,Новостройка,-1,-1,Монолитно-кирпичный,"15,7 м²",-1,"2,85 м",0,0,Веер ЖК
Ивантеевка,5,8,2,82.8,17388000.0,2022,Новостройка,-1,-1,Монолитно-кирпичный,-1,-1,"3,04 м",площадь Ленина,6,Дом на площади
Ивантеевка,6,9,2,66.0,42400000.0,2022,Вторичка,-1,-1,-1,"27,2 м²","20,7 м²",3 м,проспект Лихачева,20,Nagatino i-Land
Ивантеевка,14,28,2,67.0,30000000.0,2021,Вторичка,1 лоджия,Подземная,-1,29 м²,19 м²,3 м,переулок 2-й Петра Алексеева,5,КутузовGRAD II
Ивантеевка,3,3,2,39.5,4400000.0,1971,Вторичка,1 балкон,-1,-1,28 м²,6 м²,"2,7 м",0,0,0
Ивантеевка,14,16,2,41.0,4900000.0,2023,Вторичка,1 балкон,Наземная,-1,10 м²,20 м²,"2,7 м",Волховская ,31,Радуга
Ивантеевка,4,7,2,115.7,314343709.0,-1,Вторичка,-1,-1,-1,-1,"15,3 м²","3,5 м", Ефремова,19к1,Knightsbridge Private Park
Ивантеевка,5,5,2,48.3,3400000.0,1985,Вторичка,1 балкон,Наземная,-1,"32,7 м²","6,1 м²","2,56 м",Фабричный переулок,2,0
Ивантеевка,5,14,2,67.2,14800000.0,2008,Вторичка,1 лоджия,-1,-1,25 м²,22 м²,"2,7 м",Богатырский проспект,24к1,0
Ивантеевка,5,8,2,122.1,154578600.0,2023,Новостройка,-1,Подземная,-1,-1,-1,"3,2 м",Тессинский переулок,1,"Тессинский, 1"
Ивантеевка,14,16,2,70.53,14706563.0,2025,Новостройка,1 лоджия,Подземная,-1,"35,2 м²","20,7 м²",-1,бульвар Александра Грина,0,Морская набережная. SeaView
Ивантеевка,2,8,3,133.1,58564000.0,2015,Новостройка / Апартаменты,-1,Подземная,-1,"84,7 м²",-1,3 м,0,0,Резиденция Дипломат
Ивантеевка,2,31,3,72.9,14590000.0,2025,Новостройка,-1,-1,Монолитно-кирпичный,33 м²,"16,7 м²","2,72 м",Центральный жилрайон,0,Екатерининский Парк ЖК
Ивантеевка,3,18,3,79.7,8288800.0,2025,Новостройка,-1,-1,Монолитно-кирпичный,"40,6 м²","16,2 м²","2,72 м",0,0,Парк Победы - 2
Ивантеевка,9,21,3,117.0,115000000.0,2023,Вторичка,4 балкона,Подземная,-1,-1,10 м²,"3,2 м",2-я Звенигородская ,16,Lucky
Ивантеевка,4,20,3,103.7,40291971.0,2024,Новостройка,-1,-1,Монолитно-кирпичный,"35,2 м²","25,5 м²","3,2 м",Береговой проезд,2,Береговой-2
Ивантеевка,3,11,3,110.4,99000000.0,2012,Вторичка,-1,Подземная,-1,-1,20 м²,"3,3 м", Фадеева,4А,Итальянский Квартал
Ивантеевка,6,13,3,75.37,41550880.0,2024,Новостройка,-1,Подземная,Монолитный,-1,"11,9 м²","3,05 м",0,к3,Шампайн ЖК
Ивантеевка,4,8,3,74.96,36730400.0,2024,Новостройка / Апартаменты,2 балкона,-1,-1,-1,15 м²,-1, Володарского,6,Marine Garden Sochi
Ивантеевка,9,12,3,115.1,Договорённость,2023,Новостройка,-1,-1,-1,"48,4 м²",28 м²,"2,85 м",Белоостровская ,7,Белый остров
Ивантеевка,5,9,3,117.0,65500000.0,2013,Вторичка / Апартаменты,-1,-1,-1,-1,25 м²,3 м,Большой Каретный переулок,24с2,Каретный плаза
Ивантеевка,7,8,3,82.0,33900000.0,1960,Вторичка,"1 лоджия, 1 балкон",-1,-1,-1,12 м²,3 м, Космонавтов,14К1,0
Ивантеевка,14,22,3,112.0,68000000.0,2017,Вторичка,2 лоджии,Подземная,-1,55 м²,"12,4 м²","3,1 м",Живописная ,21А,Дом Серебряный Бор
Ивантеевка,1,10,3,118.8,166320000.0,2024,Новостройка,-1,-1,Монолитный,-1,-1,"4,6 м",0,3к8,Виктори Парк Резиденсез ЖК
Ивантеевка,3,40,3,70.8,29900000.0,2023,Вторичка,-1,-1,-1,"32,6 м²","23,9 м²",-1,бульвар Братьев Весниных,1,ЗИЛАРТ
Котельники,4,21,1,51.13,6478171,2025,Новостройка / Апартаменты,1 лоджия,-1,-1,"29,5 м²",10 м²,"2,84 м",Уральская ,100/8,Режиссёр
Котельники,5,24,1,39.1,19800000,2005,Вторичка,-1,-1,-1,-1,12 м²,-1, Герасима Курина,18,0
Котельники,17,25,1,41.9,6300000,2013,Вторичка,1 лоджия,Наземная,-1,-1,"11,5 м²","2,8 м",0,27,Гагаринский
Котельники,2,12,1,20.9,10291160,2025,Новостройка,-1,-1,Монолитный,"10,9 м²",-1,3 м,0,0,Флора ЖК
Котельники,10,20,1,39.1,4887500,2022,Новостройка,-1,-1,Монолитно-кирпичный,-1,-1,"2,68 м", Адмирала Крузенштерна,5,RED777
Котельники,8,9,1,57.6,117936000,2023,Новостройка / Апартаменты,-1,Подземная,Монолитный,-1,-1,-1,1-я Тверская-Ямская ,2,Vesper Tverskaya
Котельники,2,5,1,65.7,24860880,2015,Новостройка / Апартаменты,-1,-1,-1,"46,9 м²",-1,-1,0,0,Резиденция Дипломат
Котельники,9,40,1,41.5,32000000,-1,Вторичка,-1,-1,-1,"23,4 м²","4,9 м²",-1,Ленинградский проспект,37/4,Прайм Парк
Котельники,13,41,1,41.5,31000000,-1,Вторичка,-1,-1,-1,"23,4 м²","4,9 м²",-1,Ленинградский проспект,37/6,Прайм Парк
