location,floor,floors_count,rooms_count,total_meters,price,year_of_construction,object_type,have_loggia,parking_type,house_material_type,living_meters,kitchen_meters,ceiling_height,street,house_number,residential_complex,price_per_meter
Балашиха,11,17,1,37.2,6335012.0,2022,Вторичка,1 лоджия,-1,-1,"13,8 м²","11,9 м²","2,75 м",проспект Героев,12,0,170296
Балашиха,7,9,1,35.0,5100000.0,1994,Вторичка,1 лоджия,-1,-1,"16,5 м²",8 м²,-1, Пионерская,23,0,145714
Балашиха,14,17,1,30.0,6210000.0,2024,Новостройка,-1,-1,-1,"12,2 м²","11,4 м²","2,72 м",ул. Твардовского,к3,Квартал Светлый ЖК,207000
Балашиха,4,16,1,43.3,5499000.0,2006,Вторичка,1 балкон,Наземная,-1,-1,"9,5 м²","2,9 м", Майкла Лунна,8,0,126998
Балашиха,11,17,1,38.0,6000000.0,2013,Вторичка,1 лоджия,Наземная,-1,17 м²,9 м²,-1,0,11,Щитниково Изумрудный,157895
Балашиха,11,13,1,33.52,5774188.0,2026,Новостройка,1 балкон,Открытая,Монолитно-кирпичный,"9,4 м²","15,9 м²",3 м,0,к3,Квартал Авиаторов ЖК,172261
Балашиха,4,5,1,31.0,4300000.0,-1,Вторичка,1 балкон,-1,-1,18 м²,7 м²,-1, Юбилейная,14,0,138710
Балашиха,4,18,1,39.0,6250000.0,2015,Вторичка,1 лоджия,Наземная,-1,18 м²,"8,2 м²","2,8 м", Маяковского,26,0,160256
Балашиха,19,22,1,36.39,6367959.0,2025,Новостройка,-1,Открытая,"Монолитно-кирпичный, монолитный","11,8 м²","13,6 м²","2,74 м",0,к6,Новоград Павлино,174992
Балашиха,16,27,1,49.9,8200000.0,2015,Вторичка,-1,Наземная,-1,"19,5 м²","12,8 м²",-1,проспект Ленина,82к1,Жемчужина Виктории,164329
Балашиха,13,17,1,39.5,6470000.0,2013,Вторичка,1 балкон,Наземная,-1,"18,9 м²","9,7 м²","2,66 м",Советская ,56,0,163797
Балашиха,18,24,1,38.0,6214976.0,2026,Новостройка,-1,Открытая,Монолитно-кирпичный,"11,7 м²","18,3 м²",3 м,0,0,Квартал Авиаторов ЖК,163552
Балашиха,11,13,1,41.45,7387799.0,2026,Новостройка,1 балкон,Открытая,Монолитно-кирпичный,11 м²,"21,3 м²",3 м,0,к3,Квартал Авиаторов ЖК,178234
Балашиха,8,9,1,34.8,5350000.0,1983,Вторичка,-1,-1,-1,-1,"5,8 м²","3,74 м",0,22,0,153736
Балашиха,3,9,1,36.6,5800000.0,1979,Вторичка,1 лоджия,Наземная,-1,"17,9 м²","7,5 м²","2,5 м", Пролетарская,8,0,158470
Балашиха,17,22,1,36.39,6462401.0,2025,Новостройка,-1,-1,"Монолитно-кирпичный, монолитный","11,8 м²",-1,"3,04 м",0,к8,Новоград Павлино,177587
Балашиха,7,17,1,24.0,5900000.0,-1,Вторичка,-1,-1,-1,11 м²,8 м²,-1, Реутовская,21,Измайловский лес,245833
Балашиха,3,21,1,34.6,5500000.0,2011,Вторичка,1 лоджия,Наземная,-1,15 м²,"9,7 м²","2,8 м", Граничная,38,0,158960
Балашиха,15,24,1,43.71,6789299.0,2026,Новостройка,-1,Открытая,Монолитно-кирпичный,13 м²,"17,7 м²",3 м,0,0,Квартал Авиаторов ЖК,155326
Балашиха,4,17,1,37.7,6900000.0,2010,Вторичка,1 лоджия,Наземная,-1,18 м²,8 м²,"2,74 м", Кольцевая,18,Щитниково Янтарный,183024
Балашиха,5,25,1,44.0,5800000.0,-1,Вторичка,-1,Наземная,-1,17 м²,11 м²,-1, Чистопольская,28,Эдельвейс-Комфорт,131818
Балашиха,19,22,1,42.89,7233356.0,2025,Новостройка,-1,Открытая,"Монолитно-кирпичный, монолитный","11,6 м²","21,5 м²","2,74 м",0,к8,Новоград Павлино,168649
Балашиха,15,18,1,38.0,7800000.0,2013,Вторичка,1 лоджия,Наземная,-1,-1,10 м²,"2,8 м", Маяковского,28,0,205263
Балашиха,8,17,1,39.04,6305155.0,2026,Новостройка,1 балкон,Открытая,Монолитно-кирпичный,"18,8 м²","11,4 м²",3 м,0,к2,Квартал Авиаторов ЖК,161505
Домодедово,2,17,3,66.87,11769120.0,2025,Новостройка,-1,-1,Монолитный,-1,-1,"2,82 м",0,13,Домодедово Парк ЖК,176000
Домодедово,5,5,3,62.0,7150000.0,-1,Вторичка,1 лоджия,-1,-1,"37,1 м²","6,1 м²",-1, Талалихина,8,0,115323
Домодедово,7,16,3,77.3,11700000.0,2008,Вторичка,"1 лоджия, 2 балкона",-1,-1,48 м²,"9,3 м²",-1, Лунная,9,0,151358
Домодедово,7,12,3,80.25,10994250.0,2025,Новостройка,-1,-1,"Монолитно-кирпичный, монолитный",-1,-1,"2,85 м",0,0,Космос ЖК,137000
Домодедово,12,18,3,74.4,15650000.0,2017,Вторичка,2 лоджии,Наземная,-1,45 м²,"13,2 м²","2,7 м", Лунная,35,Любимое Домодедово,210349
Домодедово,7,10,3,64.0,8300000.0,1994,Вторичка,1 лоджия,Наземная,-1,48 м²,11 м²,-1, Корнеева,34а,0,129688
Домодедово,4,12,3,76.5,9715500.0,2025,Новостройка,-1,-1,"Монолитно-кирпичный, монолитный",-1,-1,"2,85 м",0,0,Космос ЖК,127000
Домодедово,3,3,3,78.0,7700000.0,2017,Вторичка,1 лоджия,Наземная,-1,45 м²,21 м²,-1, Мечты,6к2,0,98718
Домодедово,3,9,3,62.5,7900000.0,1983,Вторичка,1 балкон,Наземная,-1,36 м²,9 м²,-1, Корнеева,36,0,126400
Домодедово,7,17,3,73.07,13137986.0,2025,Новостройка,-1,-1,Монолитный,-1,-1,"2,82 м",0,13,Домодедово Парк ЖК,179800
Домодедово,7,16,3,80.0,12800000.0,2009,Вторичка,1 лоджия,Наземная,-1,45 м²,15 м²,"2,7 м", Лунная,13,0,160000
Домодедово,3,5,3,59.2,5150000.0,1977,Вторичка,1 балкон,Наземная,-1,"44,9 м²","6,7 м²",-1, Южная,14,0,86993
Домодедово,7,10,3,61.5,8400000.0,-1,Вторичка,1 лоджия,-1,-1,38 м²,"8,5 м²",-1,проспект Академика Туполева,10А,0,136585
Домодедово,4,5,2,44.4,5200000.0,1976,Вторичка,1 балкон,Наземная,-1,"27,8 м²",6 м²,"2,7 м", 1-я Коммунистическая,38,0,117117
Домодедово,3,22,2,57.8,8500000.0,2016,Вторичка,-1,Наземная,-1,38 м²,12 м²,"2,7 м", Курыжова,20,Домодедовский,147059
Домодедово,13,17,2,63.98,11490808.0,2025,Новостройка,-1,-1,Монолитный,-1,-1,"2,82 м",0,13,Домодедово Парк ЖК,179600
Домодедово,1,5,2,42.0,5650000.0,-1,Вторичка,-1,Открытая,-1,28 м²,8 м²,-1, Ильюшина,10к1,0,134524
Домодедово,4,15,2,55.4,10700000.0,2008,Вторичка,1 лоджия,Наземная,-1,"37,4 м²","7,2 м²","2,7 м", Лунная,1,0,193141
Домодедово,9,17,2,57.6,9118080.0,2023,Новостройка,-1,-1,Монолитный,-1,-1,-1, Современников,8,Домодедово парк,158300
Домодедово,5,5,2,44.0,5600000.0,1966,Вторичка,1 балкон,Наземная,-1,"29,5 м²",6 м²,-1,Зеленая ,1,0,127273
Домодедово,1,4,2,43.3,5900000.0,1961,Вторичка,-1,-1,-1,26 м²,6 м²,"2,6 м",Кутузовский проезд,9,0,136259
Домодедово,2,12,2,72.92,9734820.0,2025,Новостройка,-1,-1,"Монолитно-кирпичный, монолитный",-1,-1,"2,85 м",0,0,Космос ЖК,133500
Домодедово,5,9,2,54.1,8490000.0,1979,Вторичка,1 лоджия,Наземная,-1,"29,6 м²",8 м²,"2,7 м", Королева,3,0,156932
Домодедово,2,17,2,65.0,10950000.0,2009,Вторичка,-1,Наземная,-1,-1,13 м²,"2,8 м", Кирова,9к1,0,168462
Домодедово,1,12,2,59.8,8013200.0,2025,Новостройка,-1,-1,"Монолитно-кирпичный, монолитный",-1,-1,"2,85 м",0,0,Космос ЖК,134000
Домодедово,2,5,2,36.1,3490000.0,1988,Вторичка,1 балкон,Наземная,-1,22 м²,6 м²,"2,7 м", Южная,16,0,96676
Домодедово,5,17,2,64.0,10100000.0,-1,Вторичка,1 лоджия,-1,-1,"37,1 м²","10,4 м²",-1, Лунная,25к3,0,157812
Домодедово,2,12,2,63.97,8539995.0,2025,Новостройка,-1,-1,"Монолитно-кирпичный, монолитный",-1,-1,"2,85 м",0,0,Космос ЖК,133500
Домодедово,12,12,2,60.2,11000000.0,2012,Вторичка,1 лоджия,Открытая,-1,35 м²,10 м²,-1, Кирова,7к4,0,182724
Домодедово,2,5,2,47.8,5100000.0,1974,Вторичка,1 балкон,Наземная,-1,-1,8 м²,"2,5 м", Авенариуса,4,0,106695
Домодедово,5,10,2,64.4,13900000.0,-1,Вторичка,1 лоджия,-1,-1,35 м²,"12,7 м²",-1, Кирова,7к1,0,215839
Домодедово,1,17,2,58.8,7900000.0,2015,Вторичка,-1,Наземная,-1,-1,8 м²,-1, Курыжова,7к1,Новое Домодедово,134354
Домодедово,2,4,2,41.0,5700000.0,1965,Вторичка,1 балкон,Наземная,-1,31 м²,6 м²,-1, Ильюшина,14,0,139024
Домодедово,6,10,2,61.0,9900000.0,2014,Вторичка,2 балкона,Наземная,-1,"32,5 м²","10,8 м²","2,7 м", Курыжова,15к3,Новое Домодедово,162295
Домодедово,6,10,2,66.0,11700000.0,1998,Вторичка,1 лоджия,-1,-1,"35,7 м²",-1,-1,Рабочая ,46,0,177273
Домодедово,13,17,1,28.13,4557960.0,2025,Новостройка,-1,-1,Монолитный,-1,-1,"2,82 м",0,14.0,Домодедово Парк ЖК,162032
Домодедово,14,17,1,24.5,3900000.0,2017,Вторичка,-1,Открытая,-1,"15,5 м²",4 м²,"2,7 м", Курыжова,14.0,Домодедовский,159184
Домодедово,2,17,1,25.4,3450000.0,2023,Вторичка,1 лоджия,Наземная,-1,"16,7 м²",-1,3 м, Современников,6.0,Домодедово парк,135827
Домодедово,12,17,1,29.37,5750646.0,2025,Новостройка,-1,-1,Монолитный,-1,-1,"2,82 м",0,13.0,Домодедово Парк ЖК,195800
Домодедово,3,17,1,21.82,2600000.0,2024,Новостройка,-1,-1,-1,"11,8 м²",5 м²,-1, Ледовская,31.0,Солнечный,119157
Домодедово,9,17,1,24.5,3750000.0,2016,Вторичка,-1,Наземная,-1,-1,-1,"2,7 м", Курыжова,16.0,Домодедовский,153061
Домодедово,5,17,1,28.1,4600000.0,2018,Вторичка,-1,Наземная,-1,-1,5 м²,"2,7 м", Южнодомодедовская,11.0,Домодедовский,163701
Домодедово,8,17,1,28.1,4000000.0,2016,Вторичка,-1,Открытая,-1,16 м²,4 м²,"2,7 м", Южнодомодедовская,11.0,Домодедовский,142349
Домодедово,4,8,1,42.0,6750000.0,2010,Вторичка,1 балкон,Наземная,-1,30 м²,12 м²,"2,8 м", Лунная,7.0,0,160714
Домодедово,9,17,1,24.0,3650000.0,-1,Вторичка,-1,-1,-1,-1,9 м²,-1, Курыжова,14.0,Домодедовский,152083
Домодедово,17,19,1,25.7,4350000.0,2017,Вторичка,-1,Наземная,-1,-1,-1,"2,7 м", Курыжова,14.0,Домодедовский,169261
Домодедово,10,17,1,18.24,2480000.0,2024,Вторичка,-1,-1,-1,-1,-1,-1, Ледовская,0,0,135965
Домодедово,9,17,1,24.0,4200000.0,2017,Вторичка,-1,Наземная,-1,-1,-1,"2,7 м", Курыжова,14.0,Домодедовский,175000
Домодедово,12,19,1,28.8,4700000.0,2017,Вторичка,-1,Наземная,-1,"20,8 м²",-1,"2,7 м", Южнодомодедовская,17.0,Домодедовский,163194
Домодедово,5,12,1,38.5,5698000.0,2025,Новостройка,-1,-1,"Монолитно-кирпичный, монолитный",-1,-1,"2,85 м",0,0,Космос ЖК,148000
Домодедово,8,20,1,39.5,5275000.0,2025,Новостройка,1 лоджия,-1,-1,16 м²,"9,4 м²",-1,0,0,Космос,133544
Домодедово,1,1,1,48.3,2430000.0,-1,Вторичка,-1,-1,-1,-1,-1,-1, Авенариуса,2,0,50311
Домодедово,5,12,1,28.85,4457325.0,2025,Новостройка,-1,-1,"Монолитно-кирпичный, монолитный",-1,-1,"2,85 м",0,0,Космос ЖК,154500
Домодедово,8,17,1,42.5,5900000.0,2015,Вторичка,2 балкона,-1,-1,17 м²,10 м²,"2,7 м", Текстильщиков,41Б,0,138824
Домодедово,1,5,1,30.3,3200000.0,1977,Вторичка,-1,-1,-1,19 м²,6 м²,"2,6 м", Агрохимиков,5,0,105611
Домодедово,12,12,1,38.3,6530150.0,2025,Новостройка,-1,-1,"Монолитно-кирпичный, монолитный",-1,-1,"2,85 м",0,0,Космос ЖК,170500
Домодедово,14,17,1,38.3,5700000.0,2013,Вторичка,2 лоджии,-1,-1,20 м²,11 м²,-1, Гагарина,58,0,148825
Домодедово,7,17,1,38.0,5700000.0,-1,Вторичка,2 балкона,-1,-1,12 м²,9 м²,-1, Текстильщиков,31,Мкр. Западный,150000
Домодедово,2,17,1,33.5,6264500.0,2025,Новостройка,-1,-1,Монолитный,-1,-1,"2,82 м",0,13,Домодедово Парк ЖК,187000
Домодедово,9,10,1,36.4,5700000.0,2014,Вторичка,1 лоджия,-1,-1,19 м²,10 м²,"2,64 м", Курыжова,19к1,Новое Домодедово,156593
Домодедово,4,17,1,40.2,6650000.0,2007,Вторичка,1 лоджия,Открытая,-1,22 м²,9 м²,"2,5 м", Северная,4,0,165423
Домодедово,17,17,1,47.06,8659040.0,2025,Новостройка,-1,-1,Монолитный,-1,-1,"2,82 м",0,13,Домодедово Парк ЖК,184000
Домодедово,3,17,1,44.0,8500000.0,2021,Вторичка,1 лоджия,-1,-1,20 м²,14 м²,-1,0,0,0,193182
Домодедово,8,17,1,45.8,6300000.0,-1,Вторичка,2 лоджии,-1,-1,20 м²,"10,5 м²",-1, Набережная,14,0,137555
Домодедово,16,17,1,36.35,5752751.0,2025,Новостройка,-1,-1,Монолитный,-1,-1,"2,82 м",0,13,Домодедово Парк ЖК,158260
Домодедово,15,17,1,42.0,7999000.0,-1,Вторичка,1 лоджия,-1,-1,"15,6 м²",9 м²,-1, Кирова,17к1,"ул. Кирова, 17",190452
Домодедово,11,17,1,42.5,6700000.0,2014,Вторичка,1 лоджия,Открытая,-1,17 м²,10 м²,"2,75 м", Курыжова,17,Новое Домодедово,157647
Домодедово,2,12,1,28.2,4328700.0,2025,Новостройка,-1,-1,"Монолитно-кирпичный, монолитный",-1,-1,"2,85 м",0,0,Космос ЖК,153500
Домодедово,1,3,1,40.0,5250000.0,2014,Вторичка,1 лоджия,Наземная,-1,13 м²,15 м²,3 м, Мечты,24к1,Руполис-Растуново,131250
Домодедово,4,5,1,41.8,5000000.0,1985,Вторичка,1 балкон,-1,-1,20 м²,"11,8 м²","2,5 м", Текстильщиков,41/5,0,119617
Домодедово,6,17,1,37.31,7148596.0,2025,Новостройка,-1,-1,Монолитный,-1,-1,"2,82 м",0,13,Домодедово Парк ЖК,191600
Домодедово,2,3,1,40.0,5200000.0,2015,Вторичка,1 лоджия,Наземная,-1,12 м²,14 м²,"2,8 м", Мечты,20к1,0,130000
Домодедово,14,17,1,34.3,5350000.0,2016,Вторичка,1 лоджия,Наземная,-1,"15,9 м²","9,5 м²","2,65 м", Курыжова,5,Новое Домодедово,155977
Домодедово,1,12,1,58.25,8329750.0,2025,Новостройка,-1,-1,"Монолитно-кирпичный, монолитный",-1,-1,"2,85 м",0,0,Космос ЖК,143000
Домодедово,14,18,1,39.0,4650000.0,2022,Вторичка,1 балкон,Наземная,-1,20 м²,9 м²,-1, Современников,2,Домодедово парк,119231
Домодедово,4,5,1,36.0,4450000.0,1990,Вторичка,1 лоджия,-1,-1,17 м²,10 м²,-1,проезд 1-й Московский,8,0,123611
Домодедово,10,19,1,24.0,3790000.0,-1,Вторичка,-1,-1,-1,18 м²,-1,-1, Курыжова,16,Домодедовский,157917
Домодедово,15,18,1,43.0,5140000.0,2023,Вторичка,1 лоджия,Наземная,-1,22 м²,9 м²,-1, Современников,6,Домодедово парк,119535
Домодедово,10,14,1,41.0,6970000.0,2015,Вторичка,1 лоджия,Наземная,-1,"20,3 м²",12 м²,"2,8 м", Лунная,25,0,170000
Домодедово,10,17,1,34.0,5900000.0,Напишите автору,Вторичка,1 лоджия,Наземная,-1,16 м²,9 м²,2 м, Курыжова,25,Новое Домодедово,173529
Домодедово,10,16,1,31.5,6500000.0,2008,Вторичка,1 лоджия,-1,-1,"15,9 м²",8 м²,"2,6 м", Лунная,5,0,206349
Домодедово,2,5,-1,32.0,1300000.0,1959,Вторичка,1 балкон,-1,-1,22 м²,8 м²,"2,7 м", Советская,2,0,40625
Домодедово,8,17,1,40.0,6550000.0,2013,Вторичка,"1 лоджия, 1 балкон",-1,-1,20 м²,10 м²,"2,7 м", Текстильщиков,31,Мкр. Западный,163750
Домодедово,11,17,1,40.0,7000000.0,2015,Вторичка,1 балкон,Наземная,-1,"19,4 м²","9,7 м²","2,7 м", Курыжова,21,Новое Домодедово,175000
Домодедово,2,17,1,42.0,6600000.0,2019,Вторичка,"1 лоджия, 1 балкон",Наземная,-1,20 м²,10 м²,"2,52 м", Гагарина,63,Мкр. Северный,157143
Домодедово,2,13,1,40.0,7700000.0,1999,Вторичка,1 лоджия,Наземная,-1,19 м²,11 м²,-1, Королева,7,0,192500
Домодедово,17,17,1,49.0,6850000.0,-1,Вторичка,1 лоджия,-1,-1,44 м²,-1,-1, Кирова,17к1,"ул. Кирова, 17",139796
Домодедово,7,17,1,46.0,7800000.0,2016,Вторичка,1 лоджия,Наземная,-1,22 м²,12 м²,"2,5 м", Курыжова,18,Домодедовский,169565
Домодедово,16,17,1,42.0,6900000.0,-1,Вторичка,"1 лоджия, 1 балкон",-1,-1,20 м²,"10,5 м²",-1, Текстильщиков,31,Мкр. Западный,164286
Домодедово,12,17,1,40.1,6200000.0,2022,Вторичка,1 лоджия,Наземная,-1,16 м²,10 м²,"2,7 м", Кирова,17к1,"ул. Кирова, 17",154613
Домодедово,13,17,1,42.2,7200000.0,2013,Вторичка,2 лоджии,Наземная,-1,20 м²,"10,5 м²",-1, Гагарина,58,0,170616
Домодедово,6,10,1,44.4,9000000.0,2015,Вторичка,1 балкон,-1,-1,-1,-1,"2,5 м", Ильюшина,20,Мкр. Авиационный,202703
Домодедово,6,17,1,38.1,7300000.0,2016,Вторичка,1 балкон,-1,-1,17 м²,-1,-1, Лунная,35,Любимое Домодедово,191601
Домодедово,12,17,1,47.0,8000000.0,2015,Вторичка,1 лоджия,Подземная,-1,-1,11 м²,"2,8 м", Лунная,25к1,0,170213
Домодедово,12,14,1,43.0,7700000.0,2020,Вторичка,1 лоджия,Наземная,-1,17 м²,12 м²,3 м, Гагарина,49,Мкр. Северный,179070
Домодедово,14,17,1,45.0,8100000.0,2007,Вторичка,1 лоджия,-1,-1,19 м²,9 м²,"2,7 м", Северная,4,0,180000
Домодедово,11,18,1,37.8,7800000.0,2017,Вторичка,1 балкон,Многоуровневая,-1,22 м²,"10,8 м²","2,7 м", Лунная,35,Любимое Домодедово,206349
Домодедово,8,13,1,38.0,8300000.0,2009,Вторичка,1 лоджия,Наземная,-1,"17,5 м²",10 м²,"2,8 м", 25 лет Октября,20,0,218421
Домодедово,3,16,1,39.1,7955000.0,2006,Вторичка,1 лоджия,Наземная,-1,19 м²,9 м²,"2,8 м", Набережная,16к1,0,203453
Домодедово,9,17,1,44.8,5750000.0,2006,Вторичка,1 лоджия,-1,-1,17 м²,10 м²,"2,7 м", Овражная,1к2,0,128348
Домодедово,2,5,1,32.0,5150000.0,1962,Вторичка,-1,-1,-1,18 м²,6 м²,-1,Зеленая ,85,0,160938
Домодедово,4,12,1,41.0,7700000.0,-1,Вторичка,-1,-1,-1,15 м²,9 м²,-1, Кирова,7к4,0,187805
Домодедово,7,8,1,40.3,6350000.0,2011,Вторичка,-1,-1,-1,-1,12 м²,"2,75 м", Лунная,11,0,157568
Домодедово,2,12,1,32.22,4945770.0,2025,Новостройка,-1,-1,"Монолитно-кирпичный, монолитный",-1,-1,"2,85 м",0,0,Космос ЖК,153500
Раменское,3,9,4,63.1,8200000.0,1972,Вторичка,1 лоджия,Наземная,-1,33 м²,"5,8 м²","2,7 м", Гурьева,9,0,129952
Раменское,6,9,4,74.0,9980000.0,1970,Вторичка,1 лоджия,Наземная,-1,56 м²,7 м²,"2,6 м",Коммунистическая ,7,0,134865
Раменское,11,22,4,104.5,22500000.0,2012,Вторичка,1 балкон,Наземная,-1,"52,7 м²",12 м²,3 м,Северное шоссе,16,Раменский,215311
Раменское,12,17,4,126.71,19750000.0,2011,Вторичка,1 лоджия,-1,-1,93 м²,"14,4 м²",-1, Свободы,6а,Сатурн,155868
Раменское,10,10,4,72.5,8200000.0,-1,Вторичка,1 лоджия,-1,-1,"52,1 м²","8,5 м²",-1, Левашова,35,0,113103
Раменское,1,9,4,91.3,10700000.0,1988,Вторичка,2 лоджии,Наземная,-1,"53,6 м²",10 м²,"2,5 м",Красноармейская ,14,0,117196
Раменское,12,22,4,110.0,19200000.0,-1,Вторичка,-1,-1,-1,-1,-1,-1,Северное шоссе,6,Раменский,174545
Раменское,2,10,4,73.4,9500000.0,1996,Вторичка,1 лоджия,Наземная,-1,52 м²,10 м²,"2,7 м", Левашова,35,0,129428
Раменское,7,12,4,96.5,10500000.0,-1,Вторичка,2 балкона,-1,-1,"64,4 м²","10,2 м²",-1, Гурьева,4а,0,108808
Раменское,6,9,4,74.0,9980000.0,1970,Вторичка,1 лоджия,-1,-1,56 м²,7 м²,"2,6 м",Коммунистическая ,7,0,134865
Раменское,5,17,2,65.0,10990000.0,2017,Вторичка,1 лоджия,-1,-1,33 м²,15 м²,"2,8 м", Крымская,5,Зелёная околица,169077
Раменское,2,14,2,58.3,7900000.0,2015,Вторичка,1 лоджия,Подземная,-1,"34,4 м²","11,4 м²","2,8 м", Лучистая,5,0,135506
Раменское,16,17,2,62.2,8500000.0,2008,Вторичка,1 лоджия,Наземная,-1,30 м²,"11,5 м²","2,8 м", Приборостроителей,14,0,136656
Раменское,5,19,2,83.0,10999900.0,2014,Вторичка,1 лоджия,-1,-1,-1,14 м²,3 м,Северное шоссе,14,Раменский,132529
Раменское,9,14,2,58.3,7850000.0,2017,Вторичка,-1,Подземная,-1,27 м²,10 м²,"2,8 м", Лучистая,5,0,134648
Раменское,4,9,2,62.4,8999000.0,2012,Вторичка,2 лоджии,Наземная,-1,35 м²,15 м²,"2,7 м",Дергаевская ,24,0,144215
Раменское,16,16,1,36.4,8174690.0,2023,Новостройка,-1,-1,-1,-1,-1,"2,75 м", Семейная,6,Десятка,224579
Раменское,10,22,1,36.1,5890000.0,-1,Вторичка,1 лоджия,-1,-1,17 м²,10 м²,"2,8 м", Лучистая,3,Солнечный,163158
Раменское,19,22,1,34.1,4999999.0,2021,Вторичка,1 лоджия,Открытая,-1,18 м²,9 м²,"2,75 м",Северное шоссе,28,Новый Раменский,146628
Раменское,5,5,1,31.7,4590000.0,-1,Вторичка,-1,-1,-1,18 м²,"5,4 м²",-1,Железнодорожный проезд,7,0,144795
Раменское,3,17,1,44.0,6500000.0,-1,Вторичка,-1,-1,-1,-1,-1,-1,Дергаевская ,32,0,147727
Раменское,11,21,1,37.1,6600000.0,-1,Вторичка,1 лоджия,-1,-1,19 м²,10 м²,3 м,Северное шоссе,28,Новый Раменский,177898
Раменское,1,21,1,35.0,6150000.0,-1,Вторичка,1 лоджия,-1,-1,20 м²,10 м²,-1,Северное шоссе,28,Новый Раменский,175714
Раменское,4,17,1,42.4,7300000.0,2015,Вторичка,1 лоджия,Наземная,-1,21 м²,"9,8 м²","2,6 м",Высоковольтная ,22,Парк на Фабричной,172170
Раменское,16,16,2,53.1,10909366.0,2023,Новостройка,-1,-1,-1,-1,-1,"2,75 м", Семейная,6,Десятка,205449
Раменское,4,17,2,66.0,10000000.0,2016,Вторичка,1 лоджия,Наземная,-1,"32,8 м²","17,5 м²","2,8 м", Крымская,12,Зелёная околица,151515
Раменское,1,3,2,35.3,5200000.0,1959,Вторичка,-1,Наземная,-1,"24,3 м²","5,8 м²",-1, Стальконструкции,14,0,147309
Раменское,7,9,2,45.0,7000000.0,-1,Вторичка,1 балкон,Наземная,-1,28 м²,"7,5 м²",-1,Коммунистическая ,30,0,155556
Раменское,9,9,2,51.2,7997000.0,1994,Вторичка,1 лоджия,-1,-1,29 м²,7 м²,-1,Лесная ,21,0,156191
Раменское,15,16,2,68.0,9100000.0,2022,Вторичка,1 лоджия,Наземная,-1,32 м²,11 м²,-1, Гурьева,9А,0,133824
Раменское,2,5,2,44.5,4990000.0,-1,Вторичка,1 балкон,Наземная,-1,31 м²,6 м²,-1, Космонавтов,28,0,112135
Раменское,3,5,2,44.4,5300000.0,1968,Вторичка,1 балкон,-1,-1,-1,6 м²,-1, Космонавтов,26,0,119369
Раменское,1,4,2,43.0,5600000.0,1962,Вторичка,-1,Наземная,-1,26 м²,6 м²,"2,5 м", Мира,3/3,0,130233
Раменское,3,3,2,59.2,6000000.0,2023,Вторичка,1 балкон,Наземная,-1,"33,5 м²","12,1 м²","3,1 м", Березовая Роща,9,Березовая роща,101351
Раменское,7,21,2,53.0,8800000.0,2021,Вторичка,1 балкон,Наземная,-1,-1,12 м²,"3,1 м",Северное шоссе,28,Новый Раменский,166038
Раменское,1,5,2,45.1,4950000.0,1966,Вторичка,1 балкон,Наземная,-1,-1,9 м²,"2,6 м", Михалевича,14,0,109756
Раменское,3,5,2,45.9,5600000.0,1970,Вторичка,1 балкон,Наземная,-1,"30,5 м²","5,8 м²","2,68 м", Гурьева,5,0,122004
Раменское,12,12,2,45.3,6200000.0,1986,Вторичка,1 лоджия,Наземная,-1,-1,7 м²,"2,6 м", Свободы,8,0,136865
Раменское,9,12,2,46.0,7500000.0,1982,Вторичка,1 лоджия,Наземная,-1,30 м²,7 м²,"2,7 м", Свободы,11б,0,163043
Раменское,1,10,2,60.0,8750000.0,1998,Вторичка,1 лоджия,Наземная,-1,35 м²,12 м²,-1, Левашова,37,0,145833
Раменское,3,17,2,80.0,12500000.0,2011,Вторичка,2 лоджии,Наземная,-1,62 м²,12 м²,"2,9 м", Чугунова,43,0,156250
Раменское,7,17,-1,63.1,2000000.0,2011,Вторичка,1 лоджия,-1,-1,36 м²,9 м²,"2,7 м", Чугунова,43,0,31696
Раменское,4,5,2,42.5,5350000.0,1968,Вторичка,1 лоджия,-1,-1,27 м²,"5,5 м²",-1, Свободы,13,0,125882
Раменское,3,4,2,53.0,5300000.0,1929,Вторичка,-1,-1,-1,-1,7 м²,"3,1 м",пос. Красный Октябрь,35,0,100000
Раменское,6,16,2,61.4,9800000.0,2012,Вторичка,"1 лоджия, 2 балкона",Подземная,-1,"31,9 м²","15,6 м²",-1, Чугунова,15а,Раменское парк,159609
Раменское,4,9,2,44.7,7500000.0,1975,Вторичка,1 балкон,Наземная,-1,"27,5 м²","7,5 м²","2,6 м", Гурьева,10,0,167785
Раменское,13,17,2,58.5,10300000.0,2020,Вторичка,1 лоджия,Наземная,-1,33 м²,13 м²,"2,8 м",Спортивный проезд,6,Флагман,176068
Раменское,11,17,2,63.1,9700000.0,2017,Вторичка,1 лоджия,-1,-1,"33,1 м²","14,8 м²","2,7 м", Крымская,9,Зелёная околица,153724
Раменское,2,5,3,54.2,6400000.0,1967,Вторичка,1 балкон,-1,-1,35 м²,"5,8 м²",-1, Михалевича,31,0,118081
Раменское,2,3,3,77.0,9500000.0,2023,Вторичка,3 лоджии,Наземная,-1,"40,5 м²","14,5 м²",-1, Березовая Роща,9,Березовая роща,123377
Раменское,15,16,3,93.0,11300000.0,2009,Вторичка,-1,Наземная,-1,-1,5 м²,3 м,Коммунистическая ,40/2,Кратово,121505
