location,floor,floors_count,rooms_count,total_meters,price,year_of_construction,object_type,have_loggia,parking_type,house_material_type,living_meters,kitchen_meters,ceiling_height,street,house_number,residential_complex,price_per_meter
Королёв,17,17,1,32.4,4923298.0,2025,Новостройка,-1,-1,"Монолитно-кирпичный, монолитный",-1,-1,-1,Советская ,47к1,River Park,151954
Королёв,17,17,1,26.0,5990000.0,2018,Вторичка,-1,Подземная,-1,15 м²,10 м²,-1, Академика Легостаева,8,Парад планет,230385
Королёв,12,17,1,30.0,4399000.0,-1,Вторичка,-1,-1,-1,-1,-1,-1,Советская ,47к9,River Park,146633
Королёв,6,17,-1,31.6,4072602.0,2020,Новостройка / Апартаменты,-1,Подземная,Монолитный,-1,-1,"2,8 м",Октябрьский бульвар,26,Созвездие,128880
Королёв,13,17,1,26.9,5700000.0,2018,Вторичка,-1,-1,-1,"15,1 м²",-1,-1, Академика Легостаева,8,Парад планет,211896
Королёв,9,17,-1,31.6,4073000.0,-1,Вторичка / Апартаменты,-1,Подземная,-1,"22,6 м²",4 м²,-1,Октябрьский бульвар,26,Созвездие,128892
Королёв,4,4,1,24.4,7375895.0,2024,Новостройка,-1,-1,"Монолитно-кирпичный, монолитный, кирпичный",-1,-1,-1,0,0,Театральный Парк ЖК,302291
Королёв,6,25,1,30.0,5499000.0,2016,Вторичка,1 лоджия,Наземная,-1,"16,1 м²",5 м²,"2,7 м", Тарасовская,14,Тарасовская 14,183300
Королёв,12,17,-1,22.1,4650000.0,2020,Вторичка / Апартаменты,-1,Наземная,-1,-1,-1,"2,75 м",Октябрьский бульвар,26,Созвездие,210407
Королёв,4,4,1,28.8,8497503.0,2024,Новостройка,-1,-1,"Монолитно-кирпичный, монолитный, кирпичный",-1,-1,-1,0,0,Театральный Парк ЖК,295052
Королёв,5,17,1,29.0,6250000.0,-1,Вторичка,-1,Подземная,-1,-1,-1,-1,Октябрьский бульвар,26,Созвездие,215517
Королёв,10,17,1,31.0,6860000.0,2023,Вторичка,1 лоджия,Наземная,-1,12 м²,6 м²,"2,85 м",Советская ,47к9,River Park,221290
Королёв,4,4,1,30.2,8637240.0,2024,Новостройка,-1,-1,"Монолитно-кирпичный, монолитный, кирпичный",-1,-1,-1,0,0,Театральный Парк ЖК,286001
Королёв,7,17,-1,31.3,3913686.0,-1,Вторичка / Апартаменты,-1,Подземная,-1,-1,5 м²,"2,8 м",Октябрьский бульвар,26,Созвездие,125038
Королёв,21,25,1,30.4,5150000.0,2018,Вторичка,1 лоджия,Наземная,-1,24 м²,-1,"2,7 м", Тарасовская,14,Тарасовская 14,169408
Королёв,4,4,1,26.3,7759854.0,2024,Новостройка,-1,-1,"Монолитно-кирпичный, монолитный, кирпичный",-1,-1,-1,0,0,Театральный Парк ЖК,295051
Королёв,6,18,1,26.0,5800000.0,-1,Вторичка,1 лоджия,-1,-1,15 м²,6 м²,-1,Советская ,47к4,River Park,223077
Королёв,15,17,1,24.1,5850000.0,2018,Вторичка,-1,Подземная,-1,-1,-1,"2,7 м", Академика Легостаева,8,Парад планет,242739
Королёв,15,17,1,32.5,4905274.0,2025,Новостройка,-1,-1,"Монолитно-кирпичный, монолитный",-1,-1,-1,Советская ,47к1,River Park,150932
Королёв,10,17,1,29.8,6200000.0,2018,Вторичка,-1,-1,-1,-1,-1,-1, Академика Легостаева,8,Парад планет,208054
Королёв,17,17,1,28.0,5200000.0,-1,Вторичка,-1,-1,-1,16 м²,4 м²,-1,Октябрьский бульвар,26,Созвездие,185714
Королёв,9,17,1,31.9,4848800.0,2025,Новостройка,-1,-1,"Монолитно-кирпичный, монолитный",-1,-1,-1,Советская ,47к2,River Park,152000
Королёв,9,17,-1,31.6,3951035.0,-1,Вторичка / Апартаменты,-1,Подземная,-1,-1,10 м²,"2,8 м",Октябрьский бульвар,26,Созвездие,125033
Королёв,4,17,-1,24.2,5000000.0,2020,Вторичка / Апартаменты,-1,Наземная,-1,-1,-1,"2,8 м",Октябрьский бульвар,26,Созвездие,206612
Королёв,16,17,1,27.0,6000000.0,-1,Вторичка,-1,-1,-1,-1,-1,-1, Академика Легостаева,8,Парад планет,222222
Королёв,6,17,1,30.0,6500000.0,-1,Вторичка,-1,-1,-1,-1,-1,-1,Советская ,47к9,River Park,216667
Королёв,1,4,1,20.1,4927000.0,Напишите автору,Вторичка,-1,Открытая,-1,"11,1 м²",4 м²,"2,75 м", Горького,79к17,Валентиновка парк,245124
Королёв,23,25,1,31.0,5850000.0,2018,Вторичка,1 лоджия,Наземная,-1,19 м²,2 м²,"2,7 м", Тарасовская,14,Тарасовская 14,188710
Королёв,2,4,1,23.0,6000000.0,2020,Вторичка,-1,Наземная,-1,-1,-1,"2,7 м",Полевая ,11к2,Театральный парк,260870
Королёв,8,17,1,30.2,4800000.0,2020,Вторичка,1 лоджия,Наземная,-1,"20,1 м²",-1,"2,8 м",Советская ,47к4,River Park,158940
Королёв,4,17,-1,31.6,4072602.0,-1,Вторичка / Апартаменты,-1,-1,-1,-1,5 м²,"2,8 м",Октябрьский бульвар,26,Созвездие,128880
Королёв,23,25,1,30.0,4650000.0,2018,Вторичка,1 балкон,Наземная,-1,16 м²,5 м²,-1, Тарасовская,14,Тарасовская 14,155000
Королёв,6,17,-1,31.6,4072602.0,2020,Вторичка / Апартаменты,-1,Наземная,-1,"16,1 м²","10,5 м²","2,7 м",Октябрьский бульвар,26,Созвездие,128880
Королёв,14,25,1,29.0,5500000.0,2018,Вторичка,1 балкон,Наземная,-1,15 м²,"5,1 м²","2,7 м", Тарасовская,14,Тарасовская 14,189655
Королёв,6,21,1,29.0,5550000.0,2019,Вторичка,1 лоджия,-1,-1,-1,-1,-1, Тарасовская,14,Тарасовская 14,191379
Королёв,10,17,1,31.8,4849000.0,2023,Вторичка,-1,Наземная,-1,16 м²,6 м²,"2,8 м",Советская ,47к9,River Park,152484
Королёв,15,17,-1,32.0,6750000.0,2020,Вторичка / Апартаменты,-1,Подземная,-1,21 м²,6 м²,-1,Октябрьский бульвар,26,Созвездие,210938
Королёв,2,4,1,26.3,5453068.0,-1,Вторичка,-1,-1,-1,"12,5 м²",-1,-1,Полевая ,9,0,207341
Королёв,4,4,1,30.2,8637240.0,-1,Вторичка,-1,-1,-1,"10,3 м²",-1,-1,Полевая ,9,0,286001
Королёв,15,17,-1,31.7,6750000.0,2020,Вторичка / Апартаменты,-1,Наземная,-1,19 м²,10 м²,"2,8 м",Октябрьский бульвар,26,Созвездие,212934
Королёв,10,17,-1,31.0,4277815.0,2020,Вторичка / Апартаменты,-1,Наземная,-1,"15,5 м²","10,5 м²","2,8 м",Октябрьский бульвар,26,Созвездие,137994
Королёв,17,19,1,26.5,4500000.0,2025,Новостройка,1 лоджия,Наземная,-1,13 м²,5 м²,"2,8 м",Советская ,47к2,River Park,169811
Королёв,4,4,1,24.4,7375895.0,-1,Вторичка,-1,-1,-1,"14,8 м²",-1,-1,Полевая ,9,0,302291
Королёв,3,4,1,24.6,5370457.0,-1,Вторичка,-1,-1,-1,"13,6 м²",-1,-1,Полевая ,9,0,218311
Королёв,4,4,1,28.8,8497503.0,-1,Вторичка,-1,-1,-1,"15,6 м²",-1,-1,Полевая ,9,0,295052
Королёв,4,4,1,26.3,7759854.0,-1,Вторичка,-1,-1,-1,"12,5 м²",-1,-1,Полевая ,9,0,295051
Королёв,15,17,1,40.6,7000000.0,2020,Вторичка,1 балкон,-1,-1,21 м²,6 м²,3 м,Советская ,47к4,River Park,172414
Королёв,8,12,2,53.0,8400000.0,1981,Вторичка,1 балкон,Наземная,-1,31 м²,9 м²,-1,проспект Королева,28,0,158491
Королёв,6,9,2,53.0,6950000.0,-1,Вторичка,1 балкон,-1,-1,-1,"8,1 м²",-1,Речная ,6,0,131132
Королёв,6,12,2,53.0,8100000.0,-1,Вторичка,1 балкон,Наземная,-1,34 м²,9 м²,"2,7 м",проспект Космонавтов,30,0,152830
Королёв,14,17,2,40.0,7250000.0,2020,Вторичка / Апартаменты,-1,Наземная,-1,20 м²,18 м²,"2,8 м",Октябрьский бульвар,26,Созвездие,181250
Королёв,2,10,1,46.4,7000000.0,2003,Вторичка,2 лоджии,-1,-1,17 м²,"12,2 м²",-1, Малая Комитетская,11,0,150862
Королёв,3,9,2,53.0,7500000.0,1985,Вторичка,"1 лоджия, 1 балкон",-1,-1,31 м²,8 м²,-1,проезд Школьный,3,0,141509
Королёв,9,9,2,52.3,7300000.0,1979,Вторичка,1 лоджия,Наземная,-1,"31,1 м²","8,5 м²",-1, 50-летия ВЛКСМ,2а,0,139579
Королёв,4,9,2,43.7,6950000.0,1970,Вторичка,-1,Наземная,-1,30 м²,"8,5 м²","2,5 м", 50-летия ВЛКСМ,9,0,159039
Королёв,20,20,1,39.3,7000000.0,2005,Вторичка,1 лоджия,Наземная,-1,"19,3 м²","9,2 м²","2,8 м",Пушкинская ,15,0,178117
Талдом,5,6,2,73.0,5700000.0,2013,Вторичка,1 лоджия,Наземная,-1,40 м²,13 м²,"2,8 м",0,0,0,78082
Талдом,1,2,2,49.0,3250000.0,-1,Вторичка,1 лоджия,-1,-1,26 м²,8 м²,"2,7 м", Шишунова,7А,0,66327
Талдом,2,2,2,39.1,3000000.0,1961,Вторичка,-1,-1,-1,-1,"10,9 м²",-1, Победы,36,0,76726
Талдом,5,5,2,44.2,3580000.0,1977,Вторичка,1 балкон,Наземная,-1,"28,3 м²",7 м²,-1,0,0,0,80995
Талдом,3,3,2,57.0,5550000.0,2021,Вторичка,1 лоджия,Наземная,-1,40 м²,13 м²,3 м, Новая,8,0,97368
Талдом,5,5,2,44.5,3870000.0,1967,Вторичка,-1,Наземная,-1,32 м²,7 м²,"2,8 м",0,0,0,86966
Талдом,4,5,2,44.5,4500000.0,1976,Вторичка,1 балкон,Наземная,-1,"29,5 м²",7 м²,-1,0,0,0,101124
Талдом,2,3,2,53.6,5990000.0,2020,Вторичка,1 балкон,Наземная,-1,35 м²,11 м²,-1, Новая,6,0,111754
Талдом,1,3,2,60.0,5700000.0,2017,Вторичка,1 лоджия,-1,-1,-1,-1,-1, Новая,12,0,95000
Талдом,5,5,2,44.7,3490000.0,1968,Вторичка,-1,Наземная,-1,"28,8 м²",7 м²,-1,0,0,0,78076
Талдом,3,5,2,38.2,3900000.0,1981,Вторичка,1 балкон,Наземная,-1,22 м²,6 м²,"2,7 м", Мичурина,3,0,102094
Талдом,5,5,2,53.9,4300000.0,1984,Вторичка,1 балкон,-1,-1,-1,"7,5 м²",-1,0,0,0,79777
Талдом,5,5,2,45.6,4400000.0,1972,Вторичка,1 балкон,Наземная,-1,"31,3 м²",7 м²,-1,0,0,0,96491
Талдом,1,5,2,42.0,4300000.0,1979,Вторичка,-1,Наземная,-1,-1,5 м²,"2,5 м", Мичурина,1,0,102381
Талдом,2,3,2,62.5,6600000.0,2022,Вторичка,-1,Наземная,-1,-1,"10,8 м²",-1,Луговая ,11А,Дмитрослав,105600
Талдом,1,3,2,57.0,3900000.0,-1,Вторичка,1 лоджия,Наземная,-1,20 м²,8 м²,-1, Водников,2/1,0,68421
Талдом,4,5,2,44.3,5100000.0,1978,Вторичка,1 балкон,Наземная,-1,"27,9 м²",7 м²,-1,Большевистская ,22,0,115124
Талдом,2,3,1,32.4,4000000.0,-1,Вторичка,-1,-1,-1,-1,-1,-1, Геологов,6А,0,123457
Талдом,1,5,2,51.7,3900000.0,-1,Вторичка,-1,-1,-1,28 м²,12 м²,-1, Карла Маркса,16к2,0,75435
Талдом,5,15,2,76.5,5600000.0,-1,Вторичка,1 балкон,Открытая,-1,50 м²,15 м²,-1, Спасская,6А,Спасские ворота,73203
Талдом,2,5,-1,46.4,3050000.0,2004,Вторичка,1 лоджия,-1,-1,"34,4 м²",10 м²,-1,Оборонная ,13,0,65733
Талдом,1,4,1,41.4,3600000.0,-1,Вторичка,1 балкон,-1,-1,"17,7 м²","12,8 м²",-1,Рогачевская ,35,0,86957
Талдом,1,4,1,43.0,3600000.0,-1,Вторичка,1 балкон,-1,-1,"18,3 м²","10,1 м²",-1,Рогачевская ,35,0,83721
Талдом,9,9,2,44.0,4400000.0,1978,Вторичка,1 лоджия,-1,-1,-1,6 м²,-1,Инженерная ,27,0,100000
Талдом,5,9,2,45.7,5050000.0,1977,Вторичка,1 лоджия,Наземная,-1,"29,1 м²","6,1 м²","2,64 м",0,0,0,110503
Талдом,3,3,1,33.0,4200000.0,2012,Вторичка,1 балкон,Наземная,-1,"15,8 м²","8,1 м²",-1, Спасская,7,0,127273
Талдом,3,17,1,34.0,3850000.0,2024,Новостройка,1 балкон,-1,-1,12 м²,9 м²,-1,0,0,Лесной квартал,113235
Талдом,13,14,1,26.44,3650000.0,2025,Новостройка,-1,-1,-1,-1,-1,-1,0,0,Шоколад,138048
Талдом,9,9,1,32.2,3500000.0,-1,Вторичка,-1,-1,-1,17 м²,"6,5 м²",-1,0,0,0,108696
Талдом,2,12,1,40.0,5000000.0,2023,Вторичка,1 лоджия,Наземная,-1,"14,4 м²","13,2 м²","2,8 м",Московская ,21,0,125000
Талодом,8,9,2,49.17,17299999.0,2024,Новостройка,-1,-1,Монолитно-кирпичный,"21,8 м²",11 м²,"2,7 м", Шкапина,15,GloraX Балтийская,351841
Талодом,7,9,2,53.6,19009776.0,2025,Новостройка,-1,Открытая,Монолитный,"17,9 м²","17,4 м²",3 м,Измайловское,к 2.2,Лермонтовский 54 ЖК,354660
Талодом,5,17,2,60.0,18550000.0,1990,Вторичка,1 балкон,Наземная,-1,-1,10 м²,"2,8 м",Новочеркасский бульвар,47,0,309167
Талодом,8,15,2,59.1,16990000.0,2026,Новостройка,-1,Подземная,Монолитный,"20,5 м²","21,8 м²",-1,Шувалово-Озерки,0,Струны,287479
Талдом,2,5,3,64.0,2200000.0,-1,Вторичка,2 балкона,-1,-1,49 м²,10 м²,-1,0,0,0,34375
Талдом,1,2,2,43.0,1550000.0,-1,Вторичка,-1,-1,-1,29 м²,8 м²,-1,Больничная ,14,0,36047
Талдом,4,5,2,35.0,2200000.0,1986,Вторичка,-1,Наземная,-1,21 м²,"7,5 м²",-1, Коммунаров,2,0,62857
Талдом,1,2,1,41.7,1850000.0,1979,Вторичка,1 лоджия,-1,-1,-1,9 м²,"2,5 м",0,0,0,44365
Талдом,4,5,3,60.6,5000000.0,1972,Вторичка,1 балкон,Наземная,-1,"42,1 м²",7 м²,-1,0,0,0,82508
Талдом,5,5,3,59.7,3700000.0,1972,Вторичка,1 балкон,Наземная,-1,48 м²,"6,5 м²",-1, Шишунова,9,0,61977
Талдом,2,5,3,58.6,4700000.0,1971,Вторичка,1 балкон,Наземная,-1,42 м²,6 м²,-1,0,0,0,80205
Талдом,2,5,3,59.7,4400000.0,1980,Вторичка,-1,Наземная,-1,48 м²,"6,5 м²",-1,0,0,0,73702
Талдом,5,5,3,68.9,4800000.0,-1,Вторичка,"1 лоджия, 1 балкон",-1,-1,"43,2 м²","8,4 м²",-1,0,0,0,69666
Талдом,5,5,3,67.7,6000000.0,1982,Вторичка,"1 лоджия, 1 балкон",Наземная,-1,-1,"7,2 м²",-1,0,0,0,88626
Талдом,3,5,3,59.1,4820000.0,1974,Вторичка,-1,-1,-1,"42,4 м²",6 м²,-1,0,0,0,81557
Талдом,5,5,3,60.5,4600000.0,1994,Вторичка,1 балкон,Наземная,-1,45 м²,7 м²,-1, Мичурина,7,0,76033
Талдом,2,5,3,67.9,5900000.0,1985,Вторичка,2 балкона,Наземная,-1,-1,"8,4 м²","2,5 м",0,0,0,86892
Талдом,1,5,1,38.1,2950000.0,2022,Вторичка / Апартаменты,-1,-1,-1,25 м²,6 м²,"3,3 м", Садовая,11,Икша Парк,77428
Талдом,2,2,1,29.9,2610000.0,-1,Вторичка,-1,-1,-1,-1,-1,-1,Большевистская ,4,0,87291
Талдом,1,2,2,40.0,3650000.0,1959,Вторичка,-1,Наземная,-1,28 м²,5 м²,-1, Комсомольская,24,0,91250
Талдом,2,5,4,59.4,4800000.0,1974,Вторичка,1 балкон,-1,-1,45 м²,"6,5 м²",-1, Хотьковская,4,0,80808
Талдом,1,5,3,49.9,4500000.0,1969,Вторичка,-1,-1,-1,37 м²,7 м²,-1, ДРСУ-5,4,0,90180
Талдом,7,10,1,50.69,4990000.0,2012,Вторичка,1 балкон,Наземная,-1,"25,5 м²","13,1 м²","2,8 м", Заводская,12,0,98442
Руза,3,4,2,44.8,3800000.0,-1,Вторичка,1 балкон,Наземная,-1,-1,"6,3 м²","2,5 м",0,0,0,84821
Руза,3,5,2,47.7,4200000.0,1987,Вторичка,1 балкон,Наземная,-1,28 м²,"8,1 м²",-1,Демократический переулок,25,0,88050
Руза,2,4,2,46.8,3600000.0,1966,Вторичка,1 балкон,Наземная,-1,"30,5 м²","5,7 м²","2,56 м",0,0,0,76923
Руза,3,4,2,41.2,5000000.0,1970,Вторичка,1 балкон,Наземная,-1,29 м²,6 м²,-1,0,0,0,121359
Руза,2,2,2,36.0,3300000.0,-1,Вторичка,-1,-1,-1,25 м²,6 м²,-1,Верхне-Зарецкая ,29,0,91667
Руза,2,2,2,45.5,3500000.0,1976,Вторичка,-1,Наземная,-1,"30,8 м²",5 м²,"2,65 м",Советская ,3,0,76923
Руза,5,5,2,47.0,4999000.0,-1,Вторичка,1 лоджия,Наземная,-1,"28,5 м²","8,2 м²",-1,Новая ,1,0,106362
Руза,1,1,2,44.4,3300000.0,-1,Вторичка,-1,Наземная,-1,28 м²,8 м²,-1,Красная ,62,0,74324
Руза,3,9,2,33.5,4870000.0,1987,Вторичка,1 балкон,Наземная,-1,-1,"6,4 м²",-1,Федеративная ,4,0,145373
Руза,2,4,2,45.0,5000000.0,1968,Вторичка,1 балкон,-1,-1,30 м²,7 м²,-1,0,0,0,111111
Руза,1,1,2,41.0,3500000.0,1952,Вторичка,-1,Наземная,-1,28 м²,8 м²,"2,64 м",Социалистическая ,22,0,85366
Руза,3,4,2,44.2,4800000.0,1966,Вторичка,1 балкон,-1,-1,-1,"5,6 м²",-1,0,0,0,108597
Руза,1,6,2,73.0,5000000.0,-1,Вторичка,"1 лоджия, 1 балкон",Наземная,-1,-1,16 м²,-1, Вишневая,10,Северное Сияние,68493
Руза,1,4,2,40.7,4499999.0,1962,Вторичка,-1,Наземная,-1,"27,7 м²","5,4 м²","2,5 м",Социалистическая ,70,0,110565
Руза,2,2,2,40.1,3900000.0,1972,Вторичка,-1,Наземная,-1,-1,"5,5 м²",-1,Волоколамское шоссе,9,0,97257
Руза,1,3,2,59.8,7300000.0,2016,Вторичка,1 лоджия,Наземная,-1,-1,"12,5 м²",-1,Прирецкая ,34,0,122074
Руза,4,7,2,70.5,7300000.0,2023,Вторичка,1 лоджия,Наземная,-1,"33,6 м²","13,2 м²","2,55 м", Вишневая,8,Северное Сияние,103546
Руза,4,4,2,42.3,4600000.0,1967,Вторичка,1 балкон,Наземная,-1,29 м²,5 м²,-1,0,0,0,108747
Руза,5,5,2,61.2,6250000.0,2004,Вторичка,1 лоджия,Наземная,-1,-1,13 м²,-1,проезд Базарный,2,0,102124
Руза,1,7,2,50.0,6500000.0,-1,Вторичка,1 лоджия,Наземная,-1,30 м²,12 м²,-1, Вишневая,0,0,130000
Руза,1,2,2,47.4,4100000.0,1964,Вторичка,-1,-1,-1,"26,2 м²","4,5 м²","2,52 м",переулок Урицкого,3,0,86498
Руза,5,5,2,50.0,5970000.0,-1,Вторичка,-1,-1,-1,-1,-1,-1,Федеративная ,6,0,119400
Руза,1,4,2,43.5,4500000.0,1961,Вторичка,-1,-1,-1,-1,5 м²,-1,0,0,0,103448
Руза,3,9,2,60.1,11000000.0,2015,Вторичка,1 лоджия,Наземная,-1,-1,13 м²,"2,65 м",Федеративная ,13,0,183028
Руза,7,7,2,74.0,4300000.0,2023,Вторичка,1 балкон,Наземная,-1,48 м²,14 м²,"2,7 м", Вишневая,10,Северное Сияние,58108
Руза,4,4,2,42.4,4500000.0,1966,Вторичка,1 балкон,Наземная,-1,"27,5 м²","6,1 м²","2,55 м",0,0,0,106132
Руза,1,5,2,57.4,7674000.0,2022,Новостройка,1 лоджия,-1,-1,"30,7 м²","10,9 м²","2,52 м",0,0,Дружный,133693
Руза,8,9,2,67.11,7839000.0,2023,Новостройка,1 лоджия,-1,-1,"36,6 м²","11,6 м²","2,85 м", Москворецкая,2к1,Москворецкий,116808
Руза,5,12,1,36.9,4963050.0,2026,Новостройка,1 лоджия,Подземная,Монолитно-кирпичный,"15,7 м²",10 м²,3 м,0,0,Малиново,134500
Руза,3,6,2,74.0,5000000.0,-1,Вторичка,1 лоджия,Наземная,-1,-1,15 м²,-1, Вишневая,11,Северное Сияние,67568
Руза,8,12,1,34.0,4654600.0,2026,Новостройка,1 лоджия,Подземная,Монолитно-кирпичный,"14,8 м²","9,2 м²",3 м,0,0,Малиново,136900
Руза,2,6,2,74.0,5000000.0,-1,Вторичка,1 лоджия,Наземная,-1,-1,15 м²,-1, Вишневая,11,Северное Сияние,67568
Дзержинский,4,9,1,32.0,5790000.0,1979,Вторичка,1 балкон,-1,-1,18 м²,6 м²,"2,5 м",0,6,0,180938
Дзержинский,1,3,1,31.7,4900000.0,1960,Вторичка,-1,Наземная,-1,17 м²,6 м²,-1, Академика Жукова,21,0,154574
Дзержинский,5,5,1,31.0,5250000.0,-1,Вторичка,-1,Наземная,-1,22 м²,6 м²,-1,Дзержинская ,13,0,169355
Дзержинский,13,13,1,48.6,8500000.0,2002,Вторичка,1 лоджия,Наземная,-1,19 м²,16 м²,"2,8 м",Лесная ,1,0,174897
Дзержинский,5,7,1,43.5,7050000.0,2023,Вторичка,1 лоджия,Наземная,-1,"14,4 м²","10,6 м²","2,7 м",Дзержинская ,26,0,162069
Дзержинский,3,5,1,31.7,4800000.0,-1,Вторичка,1 балкон,-1,-1,"19,6 м²","5,2 м²",-1, Ленина,9,0,151420
Дзержинский,12,15,1,46.0,8600000.0,2016,Вторичка,1 лоджия,-1,-1,"17,9 м²","14,5 м²","2,75 м",Угрешская ,24,Угрешская,186957
Дзержинский,8,14,1,37.4,5600000.0,1984,Вторичка,1 лоджия,Наземная,-1,"17,1 м²","8,2 м²","2,52 м",Лесная ,22,0,149733
Дзержинский,8,17,1,45.7,7300000.0,-1,Вторичка,1 лоджия,Подземная,-1,"30,7 м²",10 м²,-1,Угрешская ,32,Лесные озёра,159737
Дзержинский,1,9,1,33.0,5100000.0,-1,Вторичка,-1,-1,-1,"17,2 м²",7 м²,-1,Томилинская ,23,0,154545
Дзержинский,7,16,1,37.7,7400000.0,-1,Вторичка,1 балкон,-1,-1,"18,9 м²","8,4 м²",-1,Угрешская ,18,0,196286
Дзержинский,1,5,1,30.0,5500000.0,1965,Вторичка,-1,-1,-1,"17,9 м²",5 м²,"2,5 м", Лермонтова,2,0,183333
Дзержинский,2,9,1,34.0,5200000.0,-1,Вторичка,-1,Наземная,-1,18 м²,6 м²,-1,Томилинская ,33,0,152941
Дзержинский,8,17,1,60.0,8000000.0,2017,Вторичка,1 лоджия,Наземная,-1,"20,9 м²","19,3 м²",3 м,Угрешская ,32с1,0,133333
Дзержинский,3,9,1,33.0,5400000.0,1990,Вторичка,-1,Наземная,-1,"16,8 м²","5,4 м²","2,5 м",Томилинская ,33,0,163636
Дзержинский,5,9,1,35.0,5500000.0,1975,Вторичка,1 балкон,Наземная,-1,20 м²,7 м²,"2,6 м", Лермонтова,5,0,157143
Дзержинский,7,9,1,34.5,5950000.0,-1,Вторичка,1 балкон,-1,-1,17 м²,"7,2 м²",-1,Томилинская ,22,0,172464
Дзержинский,1,2,1,32.0,4150000.0,-1,Вторичка,-1,Наземная,-1,19 м²,6 м²,-1, Карьер ЗИЛ,3,0,129688
Дзержинский,9,16,1,48.0,7000000.0,2004,Вторичка,1 балкон,-1,-1,"20,1 м²","13,6 м²","2,8 м",Угрешская ,6,0,145833
Дзержинский,9,21,1,57.1,8900000.0,2017,Вторичка,1 лоджия,Подземная,-1,"24,2 м²","19,6 м²",3 м,Угрешская ,32с1,0,155867
Дзержинский,6,10,1,35.0,5850000.0,1991,Вторичка,1 балкон,Наземная,-1,18 м²,8 м²,"2,75 м",Лесная ,15,0,167143
Дзержинский,3,13,1,49.6,8700000.0,2014,Вторичка,-1,Наземная,-1,20 м²,15 м²,3 м, Бондарева,3,Никольский квартал,175403
Дзержинский,6,10,1,42.7,7500000.0,-1,Вторичка,1 лоджия,-1,-1,19 м²,12 м²,-1, Шама,1в,0,175644
Дзержинский,15,16,1,45.0,6800000.0,2004,Вторичка,1 лоджия,Наземная,-1,22 м²,12 м²,"2,8 м",Угрешская ,6,0,151111
Дзержинский,2,16,1,37.8,7500000.0,-1,Вторичка,1 лоджия,-1,-1,"21,7 м²","9,7 м²",-1,Лесная ,10,0,198413
Дзержинский,3,9,1,33.3,5450000.0,1961,Вторичка,1 балкон,-1,-1,"18,6 м²","6,2 м²",-1, Лермонтова,7,0,163664
Дзержинский,18,18,1,45.3,8350000.0,2014,Вторичка,1 балкон,-1,-1,"19,8 м²","12,4 м²","2,73 м",Угрешская ,22,Угрешская,184327
Дзержинский,2,7,1,41.9,6524960.0,2023,Вторичка,1 лоджия,Наземная,-1,"16,2 м²","12,8 м²","2,7 м",Дзержинская ,28,0,155727
Дзержинский,5,15,1,60.0,9000000.0,1999,Вторичка,1 лоджия,Наземная,-1,"20,1 м²","20,1 м²","2,7 м",Угрешская ,30,0,150000
Дзержинский,1,10,1,34.8,5990000.0,1999,Вторичка,1 балкон,-1,-1,"16,9 м²",8 м²,"2,7 м",Лесная ,13,0,172126
Дзержинский,6,7,1,45.3,7317360.0,2023,Вторичка,1 лоджия,Наземная,-1,"17,3 м²",13 м²,"2,7 м", Героя России Виктора Дудкина,3,0,161531
Дзержинский,11,18,1,53.1,8000000.0,2004,Вторичка,1 лоджия,-1,-1,20 м²,14 м²,"2,7 м",Угрешская ,32,Лесные озёра,150659
Дзержинский,4,17,1,39.6,7000000.0,2015,Вторичка,-1,Подземная,-1,"12,8 м²",11 м²,"2,7 м",Лесная ,11,0,176768
Дзержинский,3,19,1,49.0,11000000.0,2011,Вторичка,1 лоджия,Наземная,-1,20 м²,15 м²,-1, Ленина,2а,Угрешский,224490
Дзержинский,9,9,1,33.2,6500000.0,1982,Вторичка,1 лоджия,Наземная,-1,"17,4 м²","7,4 м²","2,65 м", Ленина,21,0,195783
Дзержинский,16,17,1,56.0,10500000.0,2022,Вторичка,1 лоджия,Наземная,-1,30 м²,10 м²,"2,8 м", Доркина,6,по ул. Угрешская,187500
Дзержинский,13,18,1,48.0,8300000.0,2004,Вторичка,1 балкон,Подземная,-1,20 м²,16 м²,"2,7 м",Угрешская ,32,Лесные озёра,172917
Дзержинский,3,5,1,30.0,5700000.0,1963,Вторичка,1 лоджия,-1,-1,-1,6 м²,-1,Дзержинская ,11,0,190000
Дзержинский,4,17,1,53.6,7800000.0,-1,Вторичка,1 лоджия,Наземная,-1,20 м²,18 м²,-1,Угрешская ,32,Лесные озёра,145522
Дзержинский,14,17,1,62.8,10100000.0,2022,Вторичка,-1,-1,-1,-1,20 м²,-1, Доркина,6,по ул. Угрешская,160828
Дзержинский,16,17,1,37.7,7300000.0,-1,Вторичка,1 балкон,Наземная,-1,"18,9 м²","8,4 м²",-1,Угрешская ,14,0,193634
Дзержинский,8,14,1,35.0,6250000.0,1989,Вторичка,1 лоджия,Наземная,-1,18 м²,9 м²,"2,7 м",Томилинская ,11,0,178571
Дзержинский,16,18,1,47.9,7800000.0,2004,Вторичка,1 балкон,Наземная,-1,21 м²,16 м²,"2,7 м",Угрешская ,32,Лесные озёра,162839
Дзержинский,10,14,1,35.0,5900000.0,-1,Вторичка,1 балкон,Наземная,-1,17 м²,"7,2 м²",-1,Лесная ,22,0,168571
